Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;
2004 23 3;1064;23042320980;12;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;
2004 23 3;1065;23042320638;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1066;23042320816;12;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1067;23042450099;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;1068;23042320021;12;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1069;23042320265;12;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1070;23042320633;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1071;23042330351;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;
2004 23 3;1072;23042310891;12;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1073;23042320632;12;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1074;23042450070;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;1075;23042310772;10;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;
2004 23 3;1076;23042320224;10;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1077;23042320859;10;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1078;23042310758;10;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;
2004 23 3;1079;23042330135;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;1080;23042320211;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1081;23042320655;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1082;23042320298;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;1083;23042320244;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1084;23042320046;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;1085;23042320278;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;1086;23042320581;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1087;23042320918;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1088;23042320865;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1089;23042450110;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;1090;23042320118;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;1091;23042320674;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1092;23042320738;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1093;23042320920;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1094;23042310986;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;1095;23042320587;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1096;23042320760;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;1097;23042320018;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1098;23042320940;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1099;23042330157;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;
2004 23 3;1100;23042320788;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1101;23042320399;1;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;1;
2004 23 3;1102;23042320028;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1103;23042320193;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1104;23042320478;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 23 3;1105;23042320652;1;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;
2004 23 3;1106;23042320783;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;
2004 23 3;1107;23042320336;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1108;23042320372;4;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 23 3;1109;23042450069;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 23 3;1110;23042302096;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
